gene_id,cell type,type
LRRFIP1,fibroblast-dermis,CSE
IRS1,fibroblast-dermis,CSE
HOXA7,fibroblast-dermis,CSE
ZFP36,fibroblast-dermis,CSE
TRAM2,fibroblast-dermis,CSE
CDK6,fibroblast-dermis,CSE
SH3PXD2B,fibroblast-dermis,CSE
SH3PXD2A,fibroblast-dermis,CSE
HOXA9,fibroblast-dermis,CSE
SVIL,fibroblast-dermis,CSE
PTK7,fibroblast-dermis,CSE
ERCC1,fibroblast-dermis,CSE
MGLL,fibroblast-dermis,CSE
BMPER,fibroblast-dermis,CSE
ECE1,fibroblast-dermis,CSE
SORBS3,fibroblast-dermis,CSE
CD248,fibroblast-dermis,CSE
LOXL2,fibroblast-dermis,CSE
XXYLT1,fibroblast-dermis,CSE
SDCBP2,fibroblast-dermis,CSE
FYN,fibroblast-dermis,CSE
ANK2,fibroblast-dermis,CSE
RND3,fibroblast-dermis,CSE
NOD1,fibroblast-dermis,CSE
MED15,fibroblast-dermis,CSE
C16orf45,fibroblast-dermis,CSE
PACSIN2,fibroblast-dermis,CSE
ST3GAL3,fibroblast-dermis,CSE
PRKCH,fibroblast-dermis,CSE
VASN,fibroblast-dermis,CSE
AK127270,fibroblast-dermis,CSE
ATP10A,fibroblast-dermis,CSE
PRKCE,fibroblast-dermis,CSE
EBF2,fibroblast-dermis,CSE
EBF1,fibroblast-dermis,CSE
DYNC1H1,fibroblast-dermis,CSE
LMNA,fibroblast-dermis,CSE
CALD1,fibroblast-dermis,CSE
COL6A3,fibroblast-dermis,CSE
VAMP2,fibroblast-dermis,CSE
NRM,fibroblast-dermis,CSE
FIBP,fibroblast-dermis,CSE
WIPF1,fibroblast-dermis,CSE
BOLA2,fibroblast-dermis,CSE
MMP2,fibroblast-dermis,CSE
PITPNC1,fibroblast-dermis,CSE
CHSY1,fibroblast-dermis,CSE
RAPGEF1,fibroblast-dermis,CSE
CAV1,fibroblast-dermis,CSE
DCN,fibroblast-dermis,CSE
BHLHE40,fibroblast-dermis,CSE
CACNA1C,fibroblast-dermis,CSE
IRF2BP2,fibroblast-dermis,CSE
INHBA,fibroblast-dermis,CSE
KLF3,fibroblast-dermis,CSE
DLGAP1,fibroblast-dermis,CSE
C9orf89,fibroblast-dermis,CSE
MBNL2,fibroblast-dermis,CSE
HOXD8,fibroblast-dermis,CSE
CREB5,fibroblast-dermis,CSE
AHRR,fibroblast-dermis,CSE
PER1,fibroblast-dermis,CSE
FLRT2,fibroblast-dermis,CSE
SLC25A25,fibroblast-dermis,CSE
FGFR1,fibroblast-dermis,CSE
NIN,fibroblast-dermis,CSE
MYLK,fibroblast-dermis,CSE
PTPN14,fibroblast-dermis,CSE
SETD1B,fibroblast-dermis,CSE
PRRX1,fibroblast-dermis,CSE
ZBTB20,fibroblast-dermis,CSE
RNF216,fibroblast-dermis,CSE
MED29,fibroblast-dermis,CSE
RXFP2,fibroblast-dermis,CSE
DOCK2,fibroblast-dermis,CSE
HSPG2,fibroblast-dermis,CSE
SEPT9,fibroblast-dermis,CSE
ZFP91,fibroblast-dermis,CSE
TNFRSF19,fibroblast-dermis,CSE
JUB,fibroblast-dermis,CSE
MAML2,fibroblast-dermis,CSE
C16orf80,fibroblast-dermis,CSE
AHNAK,fibroblast-dermis,CSE
NT5E,fibroblast-dermis,CSE
MEIS1,fibroblast-dermis,CSE
BICC1,fibroblast-dermis,CSE
CYTH3,fibroblast-dermis,CSE
ALDH16A1,fibroblast-dermis,CSE
FNDC3B,fibroblast-dermis,CSE
THADA,fibroblast-dermis,CSE
DALRD3,fibroblast-dermis,CSE
TUBB6,fibroblast-dermis,CSE
RALGPS1,fibroblast-dermis,CSE
GRLF1,fibroblast-dermis,CSE
FRMD8,fibroblast-dermis,CSE
LAMC2,fibroblast-dermis,CSE
FRMD6,fibroblast-dermis,CSE
APOLD1,fibroblast-dermis,CSE
CRIM1,fibroblast-dermis,CSE
LPAR1,fibroblast-dermis,CSE
RBFOX2,fibroblast-dermis,CSE
ATOX1,fibroblast-dermis,CSE
TNFRSF1A,fibroblast-dermis,CSE
DDR2,fibroblast-dermis,CSE
CD276,fibroblast-dermis,CSE
CSPG4,fibroblast-dermis,CSE
RHBDF1,fibroblast-dermis,CSE
NNMT,fibroblast-dermis,CSE
PALM2-AKAP2,fibroblast-dermis,CSE
SOGA2,fibroblast-dermis,CSE
COL12A1,fibroblast-dermis,CSE
GRK5,fibroblast-dermis,CSE
MYO1B,fibroblast-dermis,CSE
TBX2,fibroblast-dermis,CSE
BTBD19,fibroblast-dermis,CSE
WHSC1L1,fibroblast-dermis,CSE
CCR7,fibroblast-dermis,CSE
SH3GL1,fibroblast-dermis,CSE
PHF12,fibroblast-dermis,CSE
SNX18,fibroblast-dermis,CSE
FHL2,fibroblast-dermis,CSE
FHL3,fibroblast-dermis,CSE
PDE7B,fibroblast-dermis,CSE
FOSL1,fibroblast-dermis,CSE
NMNAT2,fibroblast-dermis,CSE
ZEB2,fibroblast-dermis,CSE
GALNTL2,fibroblast-dermis,CSE
MTSS1L,fibroblast-dermis,CSE
PHC2,fibroblast-dermis,CSE
CD68,fibroblast-dermis,CSE
SMTN,fibroblast-dermis,CSE
RNASEK,fibroblast-dermis,CSE
KIAA1967,fibroblast-dermis,CSE
LRP1,fibroblast-dermis,CSE
C5orf39,fibroblast-dermis,CSE
SH3BGRL3,fibroblast-dermis,CSE
LRP4,fibroblast-dermis,CSE
COL1A2,fibroblast-dermis,CSE
COL1A1,fibroblast-dermis,CSE
KIAA1217,fibroblast-dermis,CSE
ASAP1,fibroblast-dermis,CSE
ASAP2,fibroblast-dermis,CSE
MYO10,fibroblast-dermis,CSE
ANTXR1,fibroblast-dermis,CSE
MAP4K4,fibroblast-dermis,CSE
SNTB1,fibroblast-dermis,CSE
KIRREL,fibroblast-dermis,CSE
MAP2K3,fibroblast-dermis,CSE
CORO1C,fibroblast-dermis,CSE
RBMS1,fibroblast-dermis,CSE
ZMYND10,fibroblast-dermis,CSE
C16ORF45,fibroblast-dermis,CSE
BCL9L,fibroblast-dermis,CSE
TEAD1,fibroblast-dermis,CSE
SPTBN1,fibroblast-dermis,CSE
ANKRD11,fibroblast-dermis,CSE
PRICKLE2,fibroblast-dermis,CSE
KLF10,fibroblast-dermis,CSE
KLF16,fibroblast-dermis,CSE
GDF5,fibroblast-dermis,CSE
AJ606316,fibroblast-dermis,CSE
GBE1,fibroblast-dermis,CSE
RGS3,fibroblast-dermis,CSE
MBP,fibroblast-dermis,CSE
PRDM1,fibroblast-dermis,CSE
ANXA2,fibroblast-dermis,CSE
OSR1,fibroblast-dermis,CSE
OSR2,fibroblast-dermis,CSE
FHOD3,fibroblast-dermis,CSE
TMBIM1,fibroblast-dermis,CSE
MIDN,fibroblast-dermis,CSE
G0S24,fibroblast-dermis,CSE
SYN3,fibroblast-dermis,CSE
SECISBP2,fibroblast-dermis,CSE
COL6A1,fibroblast-dermis,CSE
ATF6B,fibroblast-dermis,CSE
BCL6,fibroblast-dermis,CSE
BCL3,fibroblast-dermis,CSE
BCL2L1,fibroblast-dermis,CSE
BLID,fibroblast-dermis,CSE
RBMS3,fibroblast-dermis,CSE
LOC79015,fibroblast-dermis,CSE
PLK3,fibroblast-dermis,CSE
PIH1D1,fibroblast-dermis,CSE
S100A10,fibroblast-dermis,CSE
BOC,fibroblast-dermis,CSE
GSN,fibroblast-dermis,CSE
DENND2A,fibroblast-dermis,CSE
NDST1,fibroblast-dermis,CSE
RBPJ,fibroblast-dermis,CSE
ANAPC16,fibroblast-dermis,CSE
ANAPC13,fibroblast-dermis,CSE
FSTL1,fibroblast-dermis,CSE
NAV1,fibroblast-dermis,CSE
ARHGAP22,fibroblast-dermis,CSE
MICAL2,fibroblast-dermis,CSE
NAV2,fibroblast-dermis,CSE
CAPN2,fibroblast-dermis,CSE
ARHGAP24,fibroblast-dermis,CSE
MYC,fibroblast-dermis,CSE
FMN2,fibroblast-dermis,CSE
TANC1,fibroblast-dermis,CSE
NXN,fibroblast-dermis,CSE
TRNP1,fibroblast-dermis,CSE
CRCP,fibroblast-dermis,CSE
PTMA,fibroblast-dermis,CSE
SOCS3,fibroblast-dermis,CSE
EEF1G,fibroblast-dermis,CSE
CCDC80,fibroblast-dermis,CSE
GSK3A,fibroblast-dermis,CSE
ATP8B4,fibroblast-dermis,CSE
HOXC9,fibroblast-dermis,CSE
HOXC8,fibroblast-dermis,CSE
CORO7-PAM16,fibroblast-dermis,CSE
RASSF1,fibroblast-dermis,CSE
MACF1,fibroblast-dermis,CSE
DCLK1,fibroblast-dermis,CSE
HOXC4,fibroblast-dermis,CSE
HOXC6,fibroblast-dermis,CSE
BC046497,fibroblast-dermis,CSE
CHD2,fibroblast-dermis,CSE
CHD9,fibroblast-dermis,CSE
MNT,fibroblast-dermis,CSE
THBS1,fibroblast-dermis,CSE
ZBTB38,fibroblast-dermis,CSE
COL27A1,fibroblast-dermis,CSE
PVT1,fibroblast-dermis,CSE
CDC25B,fibroblast-dermis,CSE
UBC,fibroblast-dermis,CSE
ZCCHC24,fibroblast-dermis,CSE
PLEC,fibroblast-dermis,CSE
TRIM47,fibroblast-dermis,CSE
EFHC1,fibroblast-dermis,CSE
CAPG,fibroblast-dermis,CSE
CMSS1,fibroblast-dermis,CSE
MPG,fibroblast-dermis,CSE
SLC25A45,fibroblast-dermis,CSE
LRIG1,fibroblast-dermis,CSE
AGO2,fibroblast-dermis,CSE
CLDN11,fibroblast-dermis,CSE
EHD2,fibroblast-dermis,CSE
EHD1,fibroblast-dermis,CSE
RAD23A,fibroblast-dermis,CSE
TENM2,fibroblast-dermis,CSE
FOXP1,fibroblast-dermis,CSE
ABL1,fibroblast-dermis,CSE
HOXA10,fibroblast-dermis,CSE
NCOR2,fibroblast-dermis,CSE
ATP5D,fibroblast-dermis,CSE
SGCA,fibroblast-dermis,CSE
PLEKHG2,fibroblast-dermis,CSE
ELL,fibroblast-dermis,CSE
HOXC5,fibroblast-dermis,CSE
ZFP36L1,fibroblast-dermis,CSE
ZFP36L2,fibroblast-dermis,CSE
ELMSAN1,fibroblast-dermis,CSE
ADM,fibroblast-dermis,CSE
PDZRN3,fibroblast-dermis,CSE
PARVA,fibroblast-dermis,CSE
WWTR1,fibroblast-dermis,CSE
TACC2,fibroblast-dermis,CSE
ID3,fibroblast-dermis,CSE
PDE4DIP,fibroblast-dermis,CSE
EMP1,fibroblast-dermis,CSE
HIVEP2,fibroblast-dermis,CSE
CIC,fibroblast-dermis,CSE
C2ORF61,fibroblast-dermis,CSE
LPXN,fibroblast-dermis,CSE
JUNB,fibroblast-dermis,CSE
FRMD4A,fibroblast-dermis,CSE
ADAM12,fibroblast-dermis,CSE
ZC3H12A,fibroblast-dermis,CSE
ASAM,fibroblast-dermis,CSE
CORO7,fibroblast-dermis,CSE
PTPRG,fibroblast-dermis,CSE
AVL9,fibroblast-dermis,CSE
NEDD4L,fibroblast-dermis,CSE
AHDC1,fibroblast-dermis,CSE
RFTN1,fibroblast-dermis,CSE
PXN,fibroblast-dermis,CSE
KIAA1539,fibroblast-dermis,CSE
PDGFC,fibroblast-dermis,CSE
KCNJ15,fibroblast-dermis,CSE
TRAF7,fibroblast-dermis,CSE
MAP7D1,fibroblast-dermis,CSE
STK3,fibroblast-dermis,CSE
SSBP3,fibroblast-dermis,CSE
EIF2C2,fibroblast-dermis,CSE
HM13,fibroblast-dermis,CSE
RASA3,fibroblast-dermis,CSE
NFIC,fibroblast-dermis,CSE
SELM,fibroblast-dermis,CSE
RPL26L1,fibroblast-dermis,CSE
ACTN4,fibroblast-dermis,CSE
CREB3L2,fibroblast-dermis,CSE
TARBP2,fibroblast-dermis,CSE
CREB3L1,fibroblast-dermis,CSE
PTRF,fibroblast-dermis,CSE
SERPINH1,fibroblast-dermis,CSE
NFIX,fibroblast-dermis,CSE
AK128707,fibroblast-dermis,OSE
STK16,fibroblast-dermis,OSE
LOC100506190,fibroblast-dermis,OSE
MFAP2,fibroblast-dermis,OSE
LOC154092,fibroblast-dermis,OSE
OGDH,fibroblast-dermis,OSE
SQRDL,fibroblast-dermis,OSE
GPR183,fibroblast-dermis,OSE
NID1,fibroblast-dermis,OSE
GABARAP,fibroblast-dermis,OSE
DRAP1,fibroblast-dermis,OSE
LOC100506810,fibroblast-dermis,OSE
WEE1,fibroblast-dermis,OSE
IRX2,fibroblast-dermis,OSE
PLEC1,fibroblast-dermis,OSE
XPC,fibroblast-dermis,OSE
U80770,fibroblast-dermis,OSE
C22orf9,fibroblast-dermis,OSE
KRT34,fibroblast-dermis,OSE
IWS1,fibroblast-dermis,OSE
ZFYVE26,fibroblast-dermis,OSE
BX640700,fibroblast-dermis,OSE
DDX60L,fibroblast-dermis,OSE
GM2A,fibroblast-dermis,OSE
AKAP8,fibroblast-dermis,OSE
TEX2,fibroblast-dermis,OSE
ARHGAP17,fibroblast-dermis,OSE
POP1,fibroblast-dermis,OSE
NTHL1,fibroblast-dermis,OSE
STARD7,fibroblast-dermis,OSE
YBX3,fibroblast-dermis,OSE
STARD5,fibroblast-dermis,OSE
SMIM14,fibroblast-dermis,OSE
UGCG,fibroblast-dermis,OSE
LOC100505718,fibroblast-dermis,OSE
DSTYK,fibroblast-dermis,OSE
EMX2,fibroblast-dermis,OSE
MMP19,fibroblast-dermis,OSE
C14orf43,fibroblast-dermis,OSE
MLL5,fibroblast-dermis,OSE
CHIC2,fibroblast-dermis,OSE
CHCHD1,fibroblast-dermis,OSE
DULLARD,fibroblast-dermis,OSE
NAIF1,fibroblast-dermis,OSE
UCK2,fibroblast-dermis,OSE
C8orf40,fibroblast-dermis,OSE
GDI2,fibroblast-dermis,OSE
CHST3,fibroblast-dermis,OSE
ZDHHC7,fibroblast-dermis,OSE
SH3D19,fibroblast-dermis,OSE
PSAP,fibroblast-dermis,OSE
HES1,fibroblast-dermis,OSE
KLHL21,fibroblast-dermis,OSE
TRERF1,fibroblast-dermis,OSE
KIAA0427,fibroblast-dermis,OSE
SMAD7,fibroblast-dermis,OSE
TLE4,fibroblast-dermis,OSE
TRIM55,fibroblast-dermis,OSE
LOC100506714,fibroblast-dermis,OSE
HTRA1,fibroblast-dermis,OSE
NDUFV2,fibroblast-dermis,OSE
CYP1B1-AS1,fibroblast-dermis,OSE
TMEM11,fibroblast-dermis,OSE
PELI2,fibroblast-dermis,OSE
SKIDA1,fibroblast-dermis,OSE
ASPN,fibroblast-dermis,OSE
CKS1B,fibroblast-dermis,OSE
TOM1,fibroblast-dermis,OSE
PTTG1,fibroblast-dermis,OSE
SETD8,fibroblast-dermis,OSE
S100A3,fibroblast-dermis,OSE
AJ606330,fibroblast-dermis,OSE
C10orf10,fibroblast-dermis,OSE
KIAA0226,fibroblast-dermis,OSE
NREP-AS1,fibroblast-dermis,OSE
TNKS1BP1,fibroblast-dermis,OSE
BFAR,fibroblast-dermis,OSE
LRIG3,fibroblast-dermis,OSE
THY1,fibroblast-dermis,OSE
YAP1,fibroblast-dermis,OSE
TPCN1,fibroblast-dermis,OSE
ARID5A,fibroblast-dermis,OSE
NTN1,fibroblast-dermis,OSE
FAM20C,fibroblast-dermis,OSE
TBCC,fibroblast-dermis,OSE
CCDC111,fibroblast-dermis,OSE
ATP1A1,fibroblast-dermis,OSE
PBRM1,fibroblast-dermis,OSE
MME,fibroblast-dermis,OSE
BC078172,fibroblast-dermis,OSE
BAALC,fibroblast-dermis,OSE
SDC4,fibroblast-dermis,OSE
EGFR,fibroblast-dermis,OSE
EPS8,fibroblast-dermis,OSE
XXYLT1-AS2,fibroblast-dermis,OSE
TOB2,fibroblast-dermis,OSE
MAB21L1,fibroblast-dermis,OSE
LMCD1,fibroblast-dermis,OSE
KLF6,fibroblast-dermis,OSE
GPR124,fibroblast-dermis,OSE
VWCE,fibroblast-dermis,OSE
CNOT3,fibroblast-dermis,OSE
KLF9,fibroblast-dermis,OSE
ITGB1,fibroblast-dermis,OSE
LOC554174,fibroblast-dermis,OSE
ALDH3B1,fibroblast-dermis,OSE
CD44,fibroblast-dermis,OSE
KIF18A,fibroblast-dermis,OSE
CA12,fibroblast-dermis,OSE
GANC,fibroblast-dermis,OSE
ZHX1-C8ORF76,fibroblast-dermis,OSE
NIPAL2,fibroblast-dermis,OSE
BNC1,fibroblast-dermis,OSE
BC033456,fibroblast-dermis,OSE
BNC2,fibroblast-dermis,OSE
SLU7,fibroblast-dermis,OSE
MBD6,fibroblast-dermis,OSE
ZNF462,fibroblast-dermis,OSE
C9orf96,fibroblast-dermis,OSE
SLC1A7,fibroblast-dermis,OSE
SLC1A3,fibroblast-dermis,OSE
C2orf28,fibroblast-dermis,OSE
EVA1A,fibroblast-dermis,OSE
MAN1B1,fibroblast-dermis,OSE
LOXL1-AS1,fibroblast-dermis,OSE
IFT140,fibroblast-dermis,OSE
FBLN7,fibroblast-dermis,OSE
GNL3,fibroblast-dermis,OSE
ASB1,fibroblast-dermis,OSE
PGCP,fibroblast-dermis,OSE
RAI1,fibroblast-dermis,OSE
BC038188,fibroblast-dermis,OSE
HDGF,fibroblast-dermis,OSE
DPY19L1P1,fibroblast-dermis,OSE
AK055803,fibroblast-dermis,OSE
CRISPLD2,fibroblast-dermis,OSE
LIPC,fibroblast-dermis,OSE
TBCCD1,fibroblast-dermis,OSE
DAAM1,fibroblast-dermis,OSE
TSC22D2,fibroblast-dermis,OSE
KIAA1644,fibroblast-dermis,OSE
FN1,fibroblast-dermis,OSE
PTGES3,fibroblast-dermis,OSE
ARID1A,fibroblast-dermis,OSE
CSF1,fibroblast-dermis,OSE
VIM,fibroblast-dermis,OSE
TMEM49,fibroblast-dermis,OSE
GNG3,fibroblast-dermis,OSE
TMEM43,fibroblast-dermis,OSE
FABP3,fibroblast-dermis,OSE
CCL2,fibroblast-dermis,OSE
HEATR6,fibroblast-dermis,OSE
NFATC2,fibroblast-dermis,OSE
SH3BP2,fibroblast-dermis,OSE
SNX5,fibroblast-dermis,OSE
METRNL,fibroblast-dermis,OSE
SERINC3,fibroblast-dermis,OSE
AMAC1L3,fibroblast-dermis,OSE
PPOX,fibroblast-dermis,OSE
MED1,fibroblast-dermis,OSE
SMARCB1,fibroblast-dermis,OSE
STAM,fibroblast-dermis,OSE
LOC643723,fibroblast-dermis,OSE
HSBP1,fibroblast-dermis,OSE
METT5D1,fibroblast-dermis,OSE
LAYN,fibroblast-dermis,OSE
ZNF608,fibroblast-dermis,OSE
TULP1,fibroblast-dermis,OSE
CSRNP1,fibroblast-dermis,OSE
ITPKC,fibroblast-dermis,OSE
C10orf54,fibroblast-dermis,OSE
TRAF3IP2,fibroblast-dermis,OSE
ANXA11,fibroblast-dermis,OSE
ENG,fibroblast-dermis,OSE
COASY,fibroblast-dermis,OSE
TRDMT1,fibroblast-dermis,OSE
EGLN1,fibroblast-dermis,OSE
C15orf23,fibroblast-dermis,OSE
PFN1,fibroblast-dermis,OSE
TMEM217,fibroblast-dermis,OSE
VPS52,fibroblast-dermis,OSE
ALKBH5,fibroblast-dermis,OSE
EEF1E1,fibroblast-dermis,OSE
RALA,fibroblast-dermis,OSE
GAS6,fibroblast-dermis,OSE
ANKRD13A,fibroblast-dermis,OSE
MIRLET7BHG,fibroblast-dermis,OSE
CCDC45,fibroblast-dermis,OSE
RFC2,fibroblast-dermis,OSE
SH3BP4,fibroblast-dermis,OSE
TMSB10,fibroblast-dermis,OSE
MAGT1,fibroblast-dermis,OSE
OXSR1,fibroblast-dermis,OSE
MALAT1,fibroblast-dermis,OSE
C7orf10,fibroblast-dermis,OSE
TTPAL,fibroblast-dermis,OSE
ZBTB17,fibroblast-dermis,OSE
RACGAP1,fibroblast-dermis,OSE
WDR26,fibroblast-dermis,OSE
TBX15,fibroblast-dermis,OSE
DNMBP,fibroblast-dermis,OSE
ZNF438,fibroblast-dermis,OSE
CDCP1,fibroblast-dermis,OSE
FGD4,fibroblast-dermis,OSE
PHACTR2,fibroblast-dermis,OSE
UGDH,fibroblast-dermis,OSE
UBE2D3,fibroblast-dermis,OSE
FRMD6-AS2,fibroblast-dermis,OSE
LOC284751,fibroblast-dermis,OSE
LRRFIP2,fibroblast-dermis,OSE
LOC100507156,fibroblast-dermis,OSE
CDK7,fibroblast-dermis,OSE
RNF145,fibroblast-dermis,OSE
LENG8,fibroblast-dermis,OSE
AMOTL2,fibroblast-dermis,OSE
TCEB2,fibroblast-dermis,OSE
TCEB1,fibroblast-dermis,OSE
USP3,fibroblast-dermis,OSE
MSH5,fibroblast-dermis,OSE
CALU,fibroblast-dermis,OSE
GNB1L,fibroblast-dermis,OSE
MCL1,fibroblast-dermis,OSE
SLC5A6,fibroblast-dermis,OSE
ADCK4,fibroblast-dermis,OSE
YWHAQ,fibroblast-dermis,OSE
POR,fibroblast-dermis,OSE
ETS2,fibroblast-dermis,OSE
DVL3,fibroblast-dermis,OSE
LOC100134259,fibroblast-dermis,OSE
CDC42EP3,fibroblast-dermis,OSE
RTEL1-TNFRSF6B,fibroblast-dermis,OSE
HIST1H3D,fibroblast-dermis,OSE
PBX4,fibroblast-dermis,OSE
IL6R,fibroblast-dermis,OSE
PBX3,fibroblast-dermis,OSE
FEZ2,fibroblast-dermis,OSE
ROCK2,fibroblast-dermis,OSE
ZNF655,fibroblast-dermis,OSE
PTCH1,fibroblast-dermis,OSE
MUSK,fibroblast-dermis,OSE
ADD3,fibroblast-dermis,OSE
ACTG1,fibroblast-dermis,OSE
C19orf6,fibroblast-dermis,OSE
HECTD1,fibroblast-dermis,OSE
CAV2,fibroblast-dermis,OSE
NAALADL2,fibroblast-dermis,OSE
AXL,fibroblast-dermis,OSE
MAP3K8,fibroblast-dermis,OSE
SPG21,fibroblast-dermis,OSE
GADD45A,fibroblast-dermis,OSE
TFB2M,fibroblast-dermis,OSE
BCLAF1,fibroblast-dermis,OSE
TPST1,fibroblast-dermis,OSE
IDI1,fibroblast-dermis,OSE
TAGLN2,fibroblast-dermis,OSE
AQP1,fibroblast-dermis,OSE
CTSB,fibroblast-dermis,OSE
IRF2BPL,fibroblast-dermis,OSE
RPL14,fibroblast-dermis,OSE
B4GALT1,fibroblast-dermis,OSE
FLJ22447,fibroblast-dermis,OSE
CARHSP1,fibroblast-dermis,OSE
XAF1,fibroblast-dermis,OSE
HIRA,fibroblast-dermis,OSE
LYRM1,fibroblast-dermis,OSE
RAI14,fibroblast-dermis,OSE
RUNX2,fibroblast-dermis,OSE
MAFK,fibroblast-dermis,OSE
FKBP1A,fibroblast-dermis,OSE
ZBTB22,fibroblast-dermis,OSE
PRRX2,fibroblast-dermis,OSE
C3orf64,fibroblast-dermis,OSE
MED25,fibroblast-dermis,OSE
NDRG1,fibroblast-dermis,OSE
HOXB-AS1,fibroblast-dermis,OSE
SKI,fibroblast-dermis,OSE
ARHGAP1,fibroblast-dermis,OSE
DAXX,fibroblast-dermis,OSE
PCNXL4,fibroblast-dermis,OSE
MEIS2,fibroblast-dermis,OSE
PDPN,fibroblast-dermis,OSE
CLDND2,fibroblast-dermis,OSE
DNAJB11,fibroblast-dermis,OSE
BC040833,fibroblast-dermis,OSE
TMEM70,fibroblast-dermis,OSE
SURF4,fibroblast-dermis,OSE
GEM,fibroblast-dermis,OSE
BC040308,fibroblast-dermis,OSE
LBX2,fibroblast-dermis,OSE
MIER1,fibroblast-dermis,OSE
BAHCC1,fibroblast-dermis,OSE
EPN2,fibroblast-dermis,OSE
LAMC1,fibroblast-dermis,OSE
PHF23,fibroblast-dermis,OSE
UBE2H,fibroblast-dermis,OSE
UBE2M,fibroblast-dermis,OSE
MRPS24,fibroblast-dermis,OSE
PRTFDC1,fibroblast-dermis,OSE
CDC14B,fibroblast-dermis,OSE
C17orf59,fibroblast-dermis,OSE
GLB1L,fibroblast-dermis,OSE
BX648502,fibroblast-dermis,OSE
BAG5,fibroblast-dermis,OSE
MYO1C,fibroblast-dermis,OSE
C15orf38,fibroblast-dermis,OSE
TBX5,fibroblast-dermis,OSE
RAF1,fibroblast-dermis,OSE
ZNF532,fibroblast-dermis,OSE
CD81,fibroblast-dermis,OSE
SSRP1,fibroblast-dermis,OSE
RAB22A,fibroblast-dermis,OSE
TMEM204,fibroblast-dermis,OSE
PRDX6,fibroblast-dermis,OSE
TMEM209,fibroblast-dermis,OSE
FTH1,fibroblast-dermis,OSE
DPM3,fibroblast-dermis,OSE
SRF,fibroblast-dermis,OSE
MTSS1L,fibroblast-dermis,OSE
FAM214A,fibroblast-dermis,OSE
RABGEF1,fibroblast-dermis,OSE
EFNA1,fibroblast-dermis,OSE
APPL2,fibroblast-dermis,OSE
UAP1L1,fibroblast-dermis,OSE
LGALS3,fibroblast-dermis,OSE
TMEM87A,fibroblast-dermis,OSE
C5orf38,fibroblast-dermis,OSE
DLST,fibroblast-dermis,OSE
ZNF408,fibroblast-dermis,OSE
CSNK2B,fibroblast-dermis,OSE
C14orf4,fibroblast-dermis,OSE
CYFIP1,fibroblast-dermis,OSE
CDKN2C,fibroblast-dermis,OSE
SPEN,fibroblast-dermis,OSE
LIMK1,fibroblast-dermis,OSE
TEAD3,fibroblast-dermis,OSE
FAM180A,fibroblast-dermis,OSE
MANBAL,fibroblast-dermis,OSE
C14orf135,fibroblast-dermis,OSE
NBAS,fibroblast-dermis,OSE
ANXA1,fibroblast-dermis,OSE
URGCP-MRPS24,fibroblast-dermis,OSE
ZBTB7A,fibroblast-dermis,OSE
HSPB3,fibroblast-dermis,OSE
CALHM2,fibroblast-dermis,OSE
C17orf68,fibroblast-dermis,OSE
PIGT,fibroblast-dermis,OSE
IL1RAP,fibroblast-dermis,OSE
COG4,fibroblast-dermis,OSE
DUSP10,fibroblast-dermis,OSE
KIAA0913,fibroblast-dermis,OSE
CASP3,fibroblast-dermis,OSE
C3orf21,fibroblast-dermis,OSE
REV3L,fibroblast-dermis,OSE
C3orf26,fibroblast-dermis,OSE
CDR2,fibroblast-dermis,OSE
A4GALT,fibroblast-dermis,OSE
COL6A2,fibroblast-dermis,OSE
BCL3,fibroblast-dermis,OSE
C14ORF182,fibroblast-dermis,OSE
LOC100287036,fibroblast-dermis,OSE
KCNE4,fibroblast-dermis,OSE
C7orf45,fibroblast-dermis,OSE
MFHAS1,fibroblast-dermis,OSE
AKT2,fibroblast-dermis,OSE
CHMP2A,fibroblast-dermis,OSE
MAFF,fibroblast-dermis,OSE
ZNF148,fibroblast-dermis,OSE
NRN1,fibroblast-dermis,OSE
ZNF668,fibroblast-dermis,OSE
C1ORF198,fibroblast-dermis,OSE
CEMP1,fibroblast-dermis,OSE
TTYH3,fibroblast-dermis,OSE
ARHGAP29,fibroblast-dermis,OSE
CAB39L,fibroblast-dermis,OSE
DDIT3,fibroblast-dermis,OSE
DDX3X,fibroblast-dermis,OSE
RSPRY1,fibroblast-dermis,OSE
C9orf21,fibroblast-dermis,OSE
C7orf44,fibroblast-dermis,OSE
TSPAN5,fibroblast-dermis,OSE
TRAF3IP2-AS1,fibroblast-dermis,OSE
SOCS5,fibroblast-dermis,OSE
KCTD10,fibroblast-dermis,OSE
ACYP1,fibroblast-dermis,OSE
EIF4G3,fibroblast-dermis,OSE
EIF4G1,fibroblast-dermis,OSE
H2AFY,fibroblast-dermis,OSE
ATP8B1,fibroblast-dermis,OSE
SPC24,fibroblast-dermis,OSE
HSPB2-C11ORF52,fibroblast-dermis,OSE
G6PC3,fibroblast-dermis,OSE
SLC7A1,fibroblast-dermis,OSE
C9orf3,fibroblast-dermis,OSE
RNH1,fibroblast-dermis,OSE
CLTC,fibroblast-dermis,OSE
CSDA,fibroblast-dermis,OSE
C5orf62,fibroblast-dermis,OSE
ASXL1,fibroblast-dermis,OSE
ZBTB4,fibroblast-dermis,OSE
THBS2,fibroblast-dermis,OSE
TEX41,fibroblast-dermis,OSE
C9orf100,fibroblast-dermis,OSE
